product_name,product_link,product_price(₹),product_ratings(out of 5),product_description,sub-category,Category,product_ids,comment_ids
BTS Perfect Charm Bouquet,https://www.bookthesurprise.com/surprise/bts-perfect-charm-bouquet/,899.0,5.0,A bouquet of charming orchids packed with pink packing paper,flower-delivery-in-kolkata,Party-Surprises,17141,comment-9910
BTS Lovely Pink,https://www.bookthesurprise.com/surprise/bts-lovely-pink/,949.0,5.0,A beautiful flower arrangement of pink roses that your dear one will love,flower-delivery-in-kolkata,Party-Surprises,15838,comment-9912
BTS Romantic Love,https://www.bookthesurprise.com/surprise/bts-romantic-love/,949.0,5.0,A cute basket of 20 pink carnations decorated with green fillers,flower-delivery-in-kolkata,Party-Surprises,15858,comment-9914
BTS Memorable Expression,https://www.bookthesurprise.com/surprise/bts-memorable-expression/,949.0,5.0,A bouquet of 10 charming red roses decorated with fillers and packed with red packing paper,flower-delivery-in-kolkata,Party-Surprises,15868,comment-9916
BTS Wonderful Twenty,https://www.bookthesurprise.com/surprise/bts-wonderful-twenty/,1049.0,5.0,A bouquet of 20 long stem red roses decorated with fillers and packed with orange packing paper,flower-delivery-in-kolkata,Party-Surprises,15817,comment-9918
BTS A BIG Affection N Love,https://www.bookthesurprise.com/surprise/bts-a-big-affection-n-love/,2399.0,5.0,A huge bouquet of 50 red roses to show your heartfelt affection,flower-delivery-in-kolkata,Party-Surprises,15812,comment-9920
BTS Charming Red Roses,https://www.bookthesurprise.com/surprise/bts-charming-red-roses/,399.0,5.0,A bouquet of 8 charming red roses packed with red packing paper,flower-delivery-in-mumbai,Party-Surprises,15873,comment-9765
BTS Desirable Yellow Roses,https://www.bookthesurprise.com/surprise/bts-desirable-yellow-roses/,399.0,5.0,A bouquet of 8 charming yellow roses packed with yellow packing paper,flower-delivery-in-mumbai,Party-Surprises,15879,comment-9894
BTS Beautiful Pink Combination,https://www.bookthesurprise.com/surprise/bts-beautiful-pink-combination/,549.0,5.0,A bouquet of 10 charming pink carnations packed with pink packing paper,flower-delivery-in-mumbai,Party-Surprises,15863,comment-9896
BTS Charm,https://www.bookthesurprise.com/surprise/bts-charm/,599.0,5.0,A bouquet of charming pink roses packed with fillers and packed with pink packing paper,flower-delivery-in-mumbai,Party-Surprises,15827,comment-9898
BTS Beautiful Carnation Bunch,https://www.bookthesurprise.com/surprise/bts-beautiful-carnation-bunch/,599.0,5.0,A bouquet of 12 charming red carnations and fillers packed with red packing paper,flower-delivery-in-mumbai,Party-Surprises,15848,comment-9900
BTS Pretty In Pink,https://www.bookthesurprise.com/surprise/bts-pretty-in-pink/,699.0,5.0,A cute basket of 8 pink and 4 white carnations with fillers,flower-delivery-in-mumbai,Party-Surprises,15833,comment-9902
BTS Amezing Carnation Carnival,https://www.bookthesurprise.com/surprise/bts-amezing-carnation-carnival/,749.0,5.0,A bouquet of 15 charming pink carnations and fillers packed with blue packing paper,flower-delivery-in-mumbai,Party-Surprises,15853,comment-9904
BTS Perform My Love,https://www.bookthesurprise.com/surprise/bts-perform-my-love/,799.0,5.0,A beautiful flower arrangement of roses that your dear one will love,flower-delivery-in-mumbai,Party-Surprises,15822,comment-9906
BTS A True Hug,https://www.bookthesurprise.com/surprise/bts-a-true-hug/,899.0,5.0,A bouquet of 20 charming pink carnations packed with white packing paper,flower-delivery-in-mumbai,Party-Surprises,15843,comment-9908
BTS Perfect Charm Bouquet,https://www.bookthesurprise.com/surprise/bts-perfect-charm-bouquet/,899.0,5.0,A bouquet of charming orchids packed with pink packing paper,flower-delivery-in-mumbai,Party-Surprises,17141,comment-9910
BTS Lovely Pink,https://www.bookthesurprise.com/surprise/bts-lovely-pink/,949.0,5.0,A beautiful flower arrangement of pink roses that your dear one will love,flower-delivery-in-mumbai,Party-Surprises,15838,comment-9912
BTS Romantic Love,https://www.bookthesurprise.com/surprise/bts-romantic-love/,949.0,5.0,A cute basket of 20 pink carnations decorated with green fillers,flower-delivery-in-mumbai,Party-Surprises,15858,comment-9914
BTS Memorable Expression,https://www.bookthesurprise.com/surprise/bts-memorable-expression/,949.0,5.0,A bouquet of 10 charming red roses decorated with fillers and packed with red packing paper,flower-delivery-in-mumbai,Party-Surprises,15868,comment-9916
BTS Wonderful Twenty,https://www.bookthesurprise.com/surprise/bts-wonderful-twenty/,1049.0,5.0,A bouquet of 20 long stem red roses decorated with fillers and packed with orange packing paper,flower-delivery-in-mumbai,Party-Surprises,15817,comment-9918
BTS A BIG Affection N Love,https://www.bookthesurprise.com/surprise/bts-a-big-affection-n-love/,2399.0,5.0,A huge bouquet of 50 red roses to show your heartfelt affection,flower-delivery-in-mumbai,Party-Surprises,15812,comment-9920
BTS Charming Red Roses,https://www.bookthesurprise.com/surprise/bts-charming-red-roses/,399.0,5.0,A bouquet of 8 charming red roses packed with red packing paper,flower-delivery-in-pune,Party-Surprises,15873,comment-9765
BTS Desirable Yellow Roses,https://www.bookthesurprise.com/surprise/bts-desirable-yellow-roses/,399.0,5.0,A bouquet of 8 charming yellow roses packed with yellow packing paper,flower-delivery-in-pune,Party-Surprises,15879,comment-9894
BTS Beautiful Pink Combination,https://www.bookthesurprise.com/surprise/bts-beautiful-pink-combination/,549.0,5.0,A bouquet of 10 charming pink carnations packed with pink packing paper,flower-delivery-in-pune,Party-Surprises,15863,comment-9896
BTS Charm,https://www.bookthesurprise.com/surprise/bts-charm/,599.0,5.0,A bouquet of charming pink roses packed with fillers and packed with pink packing paper,flower-delivery-in-pune,Party-Surprises,15827,comment-9898
BTS Beautiful Carnation Bunch,https://www.bookthesurprise.com/surprise/bts-beautiful-carnation-bunch/,599.0,5.0,A bouquet of 12 charming red carnations and fillers packed with red packing paper,flower-delivery-in-pune,Party-Surprises,15848,comment-9900
BTS Pretty In Pink,https://www.bookthesurprise.com/surprise/bts-pretty-in-pink/,699.0,5.0,A cute basket of 8 pink and 4 white carnations with fillers,flower-delivery-in-pune,Party-Surprises,15833,comment-9902
BTS Amezing Carnation Carnival,https://www.bookthesurprise.com/surprise/bts-amezing-carnation-carnival/,749.0,5.0,A bouquet of 15 charming pink carnations and fillers packed with blue packing paper,flower-delivery-in-pune,Party-Surprises,15853,comment-9904
BTS Perform My Love,https://www.bookthesurprise.com/surprise/bts-perform-my-love/,799.0,5.0,A beautiful flower arrangement of roses that your dear one will love,flower-delivery-in-pune,Party-Surprises,15822,comment-9906
BTS A True Hug,https://www.bookthesurprise.com/surprise/bts-a-true-hug/,899.0,5.0,A bouquet of 20 charming pink carnations packed with white packing paper,flower-delivery-in-pune,Party-Surprises,15843,comment-9908
BTS Perfect Charm Bouquet,https://www.bookthesurprise.com/surprise/bts-perfect-charm-bouquet/,899.0,5.0,A bouquet of charming orchids packed with pink packing paper,flower-delivery-in-pune,Party-Surprises,17141,comment-9910
BTS Lovely Pink,https://www.bookthesurprise.com/surprise/bts-lovely-pink/,949.0,5.0,A beautiful flower arrangement of pink roses that your dear one will love,flower-delivery-in-pune,Party-Surprises,15838,comment-9912
BTS Romantic Love,https://www.bookthesurprise.com/surprise/bts-romantic-love/,949.0,5.0,A cute basket of 20 pink carnations decorated with green fillers,flower-delivery-in-pune,Party-Surprises,15858,comment-9914
BTS Memorable Expression,https://www.bookthesurprise.com/surprise/bts-memorable-expression/,949.0,5.0,A bouquet of 10 charming red roses decorated with fillers and packed with red packing paper,flower-delivery-in-pune,Party-Surprises,15868,comment-9916
BTS Wonderful Twenty,https://www.bookthesurprise.com/surprise/bts-wonderful-twenty/,1049.0,5.0,A bouquet of 20 long stem red roses decorated with fillers and packed with orange packing paper,flower-delivery-in-pune,Party-Surprises,15817,comment-9918
BTS A BIG Affection N Love,https://www.bookthesurprise.com/surprise/bts-a-big-affection-n-love/,2399.0,5.0,A huge bouquet of 50 red roses to show your heartfelt affection,flower-delivery-in-pune,Party-Surprises,15812,comment-9920
Happy Friendship Day Card,https://www.bookthesurprise.com/surprise/happy-friendship-day-card/,199.0,5.0,Happy Friendship Day Card,friendship-day,Surprise-Gifts,18752,comment-17869
Comic Friendship Contract,https://www.bookthesurprise.com/surprise/comic-friendship-contract/,299.0,5.0,Comic Friendship Contract ,friendship-day,Surprise-Gifts,17192,comment-10226
Card For Annoying Friend,https://www.bookthesurprise.com/surprise/card-for-annoying-friend/,299.0,5.0,Card For Annoying Friend,friendship-day,Surprise-Gifts,18749,comment-17871
Jar Of Nothing,https://www.bookthesurprise.com/surprise/jar-of-nothing/,399.0,5.0,Jar Of Nothing,friendship-day,Surprise-Gifts,17396,comment-10370
Quirky Badges For Friends,https://www.bookthesurprise.com/surprise/quirky-badges-for-friends/,399.0,5.0,Quirky Badges For Friends,friendship-day,Surprise-Gifts,18824,comment-17873
Kiraak Hyderabadi Friend,https://www.bookthesurprise.com/surprise/kiraak-hyderabadi-friend/,499.0,5.0,Bring out the Hyderabadi in you with these wonderfully designed custom fridge magnets that have a unique portrayal of Hyderabad. A superb layout of all the unique elements of the city blended together to make these lovely picturesque magnets.,friendship-day,Surprise-Gifts,18573,comment-17874
Awesomest Friend Mug,https://www.bookthesurprise.com/surprise/awesomest-friend-mug/,499.0,5.0,Awesomest Friend Mug,friendship-day,Surprise-Gifts,18712,comment-17876
Admiring The Yaar Forever,https://www.bookthesurprise.com/surprise/admiring-the-yaar-forever/,599.0,5.0,Admiring The Yaar Forever,friendship-day,Surprise-Gifts,18771,comment-17872
Magnet Mémoire – Moments in Magnets,https://www.bookthesurprise.com/surprise/moments-in-magnets/,799.0,5.0,Magnet Mémoire – Moments in Magnets,friendship-day,Surprise-Gifts,17370,comment-10369
All About BAE – Customized Cushion,https://www.bookthesurprise.com/surprise/all-about-bae-customized-cushion/,999.0,5.0,Let your someone special know that you keep track of all the little things that mean the most to them with this unique name details cushion. This lovely looking cushion features all the important days and details of the recipient that will make him/her feel truly loved and special.,friendship-day,Surprise-Gifts,18561,comment-17883
Dedicate A Tree For Friend,https://www.bookthesurprise.com/surprise/dedicate-a-tree-for-friend/,999.0,5.0,"With global warming taking on the planet earth, the most valuable and sensible gift that you can give to someone is a lovely tree & shower accolades by dedicating an authorized certificate!",friendship-day,Surprise-Gifts,18571,comment-17879
Friend Monogram Cushion,https://www.bookthesurprise.com/surprise/friend-monogram-cushion/,999.0,5.0,"One of our best selling products, these monogram cushions that feature a stylish print of your dear ones initials personalized with their pictures is simply amazing to look at. Present this monogram cushion to someone you love and let them know that their love encompasses your whole world.",friendship-day,Surprise-Gifts,18585,comment-17885
Hate The Way I Love You,https://www.bookthesurprise.com/surprise/hate-the-way-i-love-you/,999.0,5.0,Hate The Way I Love You,friendship-day,Surprise-Gifts,18744,comment-17880
Box Loaded With Love For Dost,https://www.bookthesurprise.com/surprise/box-loaded-with-love-for-dost/,1099.0,5.0,Box Loaded With Love For Dost,friendship-day,Surprise-Gifts,18797,comment-17888
Mug With Gift For Yaar,https://www.bookthesurprise.com/surprise/mug-with-gift-for-yaar/,1099.0,5.0,Mug With Gift For Yaar,friendship-day,Surprise-Gifts,18848,comment-17889
All About Bestie,https://www.bookthesurprise.com/surprise/all-about-bestie/,1299.0,5.0,All About Bestie,friendship-day,Surprise-Gifts,18716,comment-17884
Bestie Forever,https://www.bookthesurprise.com/surprise/bestie-forever/,1299.0,5.0,Bestie Forever,friendship-day,Surprise-Gifts,18719,comment-17887
World’s Best Friend Hamper,https://www.bookthesurprise.com/surprise/world-s-best-friend-hamper/,1399.0,5.0,World’s Best Friend Hamper,friendship-day,Surprise-Gifts,18818,comment-17882
Buddy Mosaic Photo,https://www.bookthesurprise.com/surprise/buddy-mosaic-photo/,1499.0,5.0,Buddy Mosaic Photo,friendship-day,Surprise-Gifts,18598,comment-17890
Distance Can Never Part Us Frame,https://www.bookthesurprise.com/surprise/distance-can-never-part-us-frame/,1899.0,5.0,Distance Can Never Part Us Frame,friendship-day,Surprise-Gifts,18747,comment-17891
Surprise Gift Box For Friend,https://www.bookthesurprise.com/surprise/surprise-gift-box-for-friend/,2099.0,5.0,Surprise Gift Box For Friend,friendship-day,Surprise-Gifts,18760,comment-17892
Best Friend Caricature,https://www.bookthesurprise.com/surprise/best-friend-caricature/,2499.0,5.0,Specifications:,friendship-day,Surprise-Gifts,18565,comment-17893
Name A Star For Friend,https://www.bookthesurprise.com/surprise/name-a-star-for-friend/,2499.0,5.0,Name A Star For Friend,friendship-day,Surprise-Gifts,18723,comment-17894
Box of Unlimited Hugs – Friend,https://www.bookthesurprise.com/surprise/box-of-unlimited-hugs-friend/,2599.0,5.0,Box of Unlimited Hugs – Friend ,friendship-day,Surprise-Gifts,18734,comment-17895
Surprise for Awesome Pals,https://www.bookthesurprise.com/surprise-for-awesome-pals/,4999.0,5.0,Surprise for Awesome Pals,friendship-day-surprise,Party-Surprises,18551,comment-17224
Surprise for Best Buddies,https://www.bookthesurprise.com/surprise-for-best-buddies/,6999.0,5.0,Surprise for Best Buddies,friendship-day-surprise,Party-Surprises,18553,comment-17225
Surprise for Chums of Your Heart,https://www.bookthesurprise.com/surprise-for-chums-of-your-heart/,8999.0,5.0,Surprise for Chums of Your Heart,friendship-day-surprise,Party-Surprises,18555,comment-17226
Surprise For The Chaddie-Buddies,https://www.bookthesurprise.com/surprise-for-the-chaddie-buddies/,10999.0,5.0,Surprise for the Chaddie-Buddies,friendship-day-surprise,Party-Surprises,18557,comment-17227
Romantic Love Contract,https://www.bookthesurprise.com/surprise/romantic-love-contract/,299.0,5.0,"The magic happens here because it is here that the recipient will get to see ‘The most stunning, the most beautiful, the loveliest of all being!!’ and then there is the mirror which will make it clear who the message is intended towards – the recipient.",gifts-for-boyfriend,Surprise-Gifts,17186,comment-10225
The Magic Mirror!,https://www.bookthesurprise.com/surprise/the-magic-mirror/,299.0,5.0,"I wanted to bring this many gifts for your birthday!! But, I also wanted you to smile a little while reading this. So, here’s a card with lots and lots of love!!’",gifts-for-boyfriend,Surprise-Gifts,18540,comment-13471
Comical Love Cards,https://www.bookthesurprise.com/surprise/comical-love-cards/,399.0,5.0,"Make their special day even more special and humorous through this thoughtful gift. Whether it is your philosophical friend, or an indecisive loved one, they will surely chuckle at this jar of nothing.",gifts-for-boyfriend,Surprise-Gifts,17375,comment-10368
